Bắt	Arrest-jail	O	T33	Person-Arg:T34 
phần_lớn	O	O	O	N
bởi	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
bị	O	O	O	N
liệt	O	O	O	N
vào	O	O	O	N
danh_sách	O	O	O	N
khủng_bố	O	O	O	N
.	O	O	O	N

"	O	O	O	N
Quân_đội	O	O	O	N
của	O	O	O	N
Tổng_thống	O	O	O	N
Bashar	O	O	O	N
al	O	O	O	N
-	O	O	O	N
Assad	O	O	O	N
đang	O	O	O	N
tiến	O	O	O	N
lên	O	O	O	N
trên	O	O	O	N
thực_địa	O	O	O	N
,	O	O	O	N
dưới	O	O	O	N
sự	O	O	O	N
yểm_trợ	O	O	O	N
của	O	O	O	N
dân_quân	O	O	O	N
Iran	O	O	O	N
và	O	O	O	N
sự	O	O	O	N
hỗ_trợ	O	O	O	N
hoả_lực	O	O	O	N
của	O	O	O	N
không_quân	O	O	O	N
Nga	O	O	O	N
,	O	O	O	N
trong	O	O	O	N
khi	O	O	O	N
Mỹ	O	O	O	N
chỉ	O	O	O	N
đặt	O	O	O	N
hết	O	O	O	N
hy_vọng	O	O	O	N
vào	O	O	O	N
một	O	O	O	N
tiến_trình	O	O	O	N
hoà_bình	O	O	O	N
vốn	O	O	O	N
không	O	O	O	N
còn	O	O	O	N
mấy	O	O	O	N
giá_trị	O	O	O	N
trên	O	O	O	N
chiến_trường	O	O	O	N
"	O	O	O	N
,	O	O	O	N
Parello	O	O	O	N
-	O	O	O	N
Plesner	O	O	O	N
nói	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
các	O	O	O	N
nhà	O	O	O	N
quan_sát	O	O	O	N
,	O	O	O	N
nếu	O	O	O	N
quân_đội	O	O	O	N
Syria	O	O	O	N
tiến_hành	O	O	O	N
chiến_dịch	O	O	O	N
giải_phóng	O	O	O	N
Idlib	O	O	O	N
,	O	O	O	N
lực_lượng	O	O	O	N
nổi_dậy	O	O	O	N
do	O	O	O	N
Mỹ	O	O	O	N
hậu_thuẫn	O	O	O	N
ở	O	O	O	N
quốc_gia	O	O	O	N
Trung_Đông	O	O	O	N
này	O	O	O	N
sẽ	O	O	O	N
bị	O	O	O	N
xoá_sổ	O	O	O	N
hoàn_toàn	O	O	O	N
,	O	O	O	N
khiến	O	O	O	N
quân_đội	O	O	O	N
Mỹ	O	O	O	N
khó	O	O	O	N
có	O	O	O	N
lý_do	O	O	O	N
để	O	O	O	N
tiếp_tục	O	O	O	N
duy_trì	O	O	O	N
hiện_diện	O	O	O	N
tại	O	O	O	N
đây	O	O	O	N
.	O	O	O	N

Cơ_quan	O	O	O	N
Tình_báo	O	O	O	N
Trung_ương	O	O	O	N
Mỹ	O	O	O	N
(	O	O	O	N
CIA	O	O	O	N
)	O	O	O	N
từng	O	O	O	N
tuyển_mộ	O	O	O	N
,	O	O	O	N
huấn_luyện	O	O	O	N
,	O	O	O	N
trang_bị	O	O	O	N
vũ_khí	O	O	O	N
cho	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
nổi_dậy	O	O	O	N
"	O	O	O	N
ôn_hoà	O	O	O	N
"	O	O	O	N
nhằm	O	O	O	N
lật_đổ	Attack	O	T13	Target-Arg:T14 
chính_quyền	O	ORG	T14	N
của	O	ORG	T14	N
Tổng_thống	O	ORG	T14	N
Assad	O	ORG	T14	N
bằng	O	O	O	N
vũ_lực	O	O	O	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
,	O	O	O	N
cuộc	O	O	O	N
nội_chiến	Attack	O	T25	Place-Arg:T26 
kéo_dài	O	O	O	N
ở	O	O	O	N
Syria	O	GPE	T26	N
tạo	O	O	O	N
điều_kiện	O	O	O	N
cho	O	O	O	N
sự	O	O	O	N
trỗi_dậy	O	O	O	N
của	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
Hồi_giáo	O	O	O	N
,	O	O	O	N
lực_lượng	O	O	O	N
cực_đoan	O	O	O	N
dần	O	O	O	N
khống_chế	O	O	O	N
và	O	O	O	N
hấp_thu	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
nổi_dậy	O	O	O	N
"	O	O	O	N
ôn_hoà	O	O	O	N
"	O	O	O	N
.	O	O	O	N

Hai	O	O	O	N
nhóm	O	O	O	N
nổi_dậy	O	O	O	N
lớn	O	O	O	N
nhất	O	O	O	N
còn	O	O	O	N
lại	O	O	O	N
ở	O	O	O	N
tỉnh	O	O	O	N
Idlib	O	O	O	N
hiện_nay	O	O	O	N
là	O	O	O	N
Mặt_trận	O	O	O	N
Giải_phóng	O	O	O	N
Quốc_gia	O	O	O	N
(	O	O	O	N
NLF	O	O	O	N
)	O	O	O	N
và	O	O	O	N
Hayat_Tahrir	O	O	O	N
al	O	O	O	N
-	O	O	O	N
Sham	O	O	O	N
(	O	O	O	N
HTS	O	O	O	N
)	O	O	O	N
,	O	O	O	N
những	O	O	O	N
tổ_chức	O	O	O	N
có	O	O	O	N
quan_điểm	O	O	O	N
và	O	O	O	N
tầm	O	O	O	N
nhìn	O	O	O	N
rất	O	O	O	N
khác	O	O	O	N
nhau	O	O	O	N
,	O	O	O	N
theo	O	O	O	N
IRIN	O	O	O	N
.	O	O	O	N

Trong	O	O	O	N
khi	O	O	O	N
NLF	O	O	O	N
là	O	O	O	N
một	O	O	O	N
tập_hợp	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
vũ_trang	O	O	O	N
được	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
hậu_thuẫn	O	O	O	N
,	O	O	O	N
trang_bị	O	O	O	N
vũ_khí	O	O	O	N
và	O	O	O	N
chiến_đấu	O	O	O	N
dưới	O	O	O	N
lá	O	O	O	N
cờ	O	O	O	N
Quân_đội	O	O	O	N
Syria	O	O	O	N
Tự_do	O	O	O	N
(	O	O	O	N
FSA	O	O	O	N
)	O	O	O	N
,	O	O	O	N
Tahrir	O	O	O	N
al	O	O	O	N
-	O	O	O	N
Sham	O	O	O	N
lại	O	O	O	N
là	O	O	O	N
nhóm	O	O	O	N
cực_đoan	O	O	O	N
từng	O	O	O	N
nhiều	O	O	O	N
lần	O	O	O	N
"	O	O	O	N
thay_hình	O	O	O	N
đổi	O	O	O	N
dạng	O	O	O	N
"	O	O	O	N
và	O	O	O	N
đang	O	O	O	N
kiểm_soát	O	O	O	N
60	O	O	O	N
%	O	O	O	N
tỉnh	O	O	O	N
Idlib	O	O	O	N
,	O	O	O	N
trong	O	O	O	N
đó	O	O	O	N
có	O	O	O	N
thành_phố	O	O	O	N
thủ_phủ	O	O	O	N
Idlib	O	O	O	N
và	O	O	O	N
nhiều	O	O	O	N
khu_vực	O	O	O	N
trọng_yếu	O	O	O	N
.	O	O	O	N

Quân_đội	O	O	O	N
Syria	O	O	O	N
đang	O	O	O	N
bao_vây	O	O	O	N
tỉnh	O	O	O	N
Idlib	O	O	O	N
,	O	O	O	N
nơi	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
HTS	O	O	O	N
kiểm_soát	O	O	O	N
60	O	O	O	N
%	O	O	O	N
và	O	O	O	N
NLF	O	O	O	N
kiểm_soát	O	O	O	N
phần	O	O	O	N
còn	O	O	O	N
lại	O	O	O	N
.	O	O	O	N

Đồ_hoạ	O	O	O	N
:	O	O	O	N
IRIN	O	O	O	N
.	O	O	O	N

Nguồn_gốc	O	O	O	N
của	O	O	O	N
HTS	O	O	O	N
là	O	O	O	N
Mặt_trận	O	O	O	N
Nusra	O	O	O	N
,	O	O	O	N
chi_nhánh	O	O	O	N
chính_thức	O	O	O	N
của	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
al	O	O	O	N
-	O	O	O	N
Qaeda	O	O	O	N
ở	O	O	O	N
Syria	O	O	O	N
.	O	O	O	N

Mặt_trận	O	O	O	N
Nusra	O	O	O	N
từng	O	O	O	N
cạnh_tranh	O	O	O	N
ảnh_hưởng	O	O	O	N
quyết_liệt	O	O	O	N
với	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
nổi_dậy	O	O	O	N
ôn_hoà	O	O	O	N
ở	O	O	O	N
Syria	O	O	O	N
và	O	O	O	N
giành	O	O	O	N
thắng_lợi	O	O	O	N
áp_đảo	O	O	O	N
.	O	O	O	N

Sau	O	O	O	N
khi	O	O	O	N
thu_nhận	O	O	O	N
nhiều	O	O	O	N
tay	O	O	O	N
súng	O	O	O	N
nổi_dậy	O	O	O	N
,	O	O	O	N
nhóm	O	O	O	N
đổi	O	O	O	N
tên	O	O	O	N
thành	O	O	O	N
Tahrir	O	O	O	N
al	O	O	O	N
-	O	O	O	N
Sham	O	O	O	N
,	O	O	O	N
nhưng	O	O	O	N
vẫn	O	O	O	N
bị	O	O	O	N
Liên_Hợp_Quốc	O	O	O	N
,	O	O	O	N
Mỹ	O	O	O	N
và	O	O	O	N
nhiều	O	O	O	N
quốc_gia	O	O	O	N
khác	O	O	O	N
liệt	O	O	O	N
vào	O	O	O	N
danh_sách	O	O	O	N
khủng_bố	O	O	O	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
,	O	O	O	N
nhóm	O	O	O	N
này	O	O	O	N
vẫn	O	O	O	N
có	O	O	O	N
quan_hệ	O	O	O	N
mập_mờ	O	O	O	N
với	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
.	O	O	O	N

Abu_Mohammed	O	O	O	N
al	O	PER	T16	N
-	O	PER	T16	N
Golani	O	PER	T16	N
,	O	PER	T16	N
thủ_lĩnh	O	PER	T16	N
của	O	PER	T16	N
HTS	O	PER	T16	N
,	O	O	O	N
thường_xuyên	O	O	O	N
trao_đổi	Meet	O	T15	Entity-Arg:T16 Entity-Arg2:T17 
thông_tin	O	O	O	N
với	O	O	O	N
tình_báo	O	PER	T17	N
Thổ_Nhĩ_Kỳ	O	PER	T17	N
,	O	O	O	N
nhưng	O	O	O	N
không	O	O	O	N
chấp_nhận	O	O	O	N
phục_tùng	O	O	O	N
mọi	O	O	O	N
mệnh_lệnh	O	O	O	N
từ	O	O	O	N
Ankara	O	O	O	N
.	O	O	O	N

Tiến_thoái_lưỡng_nan	O	O	O	N

Sự	O	O	O	N
hiện_diện	O	O	O	N
của	O	O	O	N
tổ_chức	O	O	O	N
khủng_bố	O	O	O	N
HTS	O	O	O	N
với	O	O	O	N
10.000	O	O	O	N
tay	O	O	O	N
súng	O	O	O	N
cực_đoan	O	O	O	N
ở	O	O	O	N
Idlib	O	GPE	T20	N
là	O	O	O	N
lý_do	O	O	O	N
thuyết_phục	O	O	O	N
để	O	O	O	N
quân_đội	O	ORG	T19	N
Syria	O	ORG	T19	N
và	O	ORG	T19	N
Nga	O	ORG	T19	N
mở	O	O	O	N
chiến_dịch	O	O	O	N
tấn_công	Attack	O	T18	Attacker-Arg:T19 Place-Arg:T20 
vào	O	O	O	N
tỉnh	O	O	O	N
này	O	O	O	N
,	O	O	O	N
đe_doạ	O	O	O	N
đến	O	O	O	N
cả	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
do	O	O	O	N
Mỹ	O	O	O	N
và	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
hậu_thuẫn	O	O	O	N
.	O	O	O	N

Để	O	O	O	N
tránh	O	O	O	N
một	O	O	O	N
kết_cục	O	O	O	N
bi_thảm	O	O	O	N
cho	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
nổi_dậy	O	O	O	N
,	O	O	O	N
Mỹ	O	O	O	N
và	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
đã	O	O	O	N
liên_tục	O	O	O	N
gây	O	O	O	N
sức_ép	O	O	O	N
với	O	O	O	N
HTS	O	O	O	N
nhằm	O	O	O	N
loại_bỏ	O	O	O	N
cái	O	O	O	N
cớ	O	O	O	N
để	O	O	O	N
Nga	O	O	O	N
và	O	O	O	N
Syria	O	O	O	N
tấn_công	O	O	O	N
Idlib	O	O	O	N
.	O	O	O	N

Các	O	O	O	N
quan_chức	O	O	O	N
tình_báo	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
đã	O	O	O	N
tìm	O	O	O	N
cách	O	O	O	N
thuyết_phục	O	O	O	N
al	O	O	O	N
-	O	O	O	N
Golani	O	O	O	N
rằng	O	O	O	N
cách	O	O	O	N
duy_nhất	O	O	O	N
để	O	O	O	N
giữ	O	O	O	N
chân	O	O	O	N
lực_lượng	O	O	O	N
Syria	O	O	O	N
và	O	O	O	N
Nga	O	O	O	N
bên	O	O	O	N
ngoài	O	O	O	N
Idlib	O	O	O	N
là	O	O	O	N
nhóm	O	ORG	T22	N
HTS	O	ORG	T22	N
phải	O	O	O	N
giải_tán	End-org	O	T21	Org-Arg:T22 
và	O	O	O	N
nhập	Merge-org	O	T23	Org-Arg:T22 Org-Arg2:T24 
vào	O	O	O	N
NLF	O	ORG	T24	N
,	O	ORG	T24	N
tổ_chức	O	ORG	T24	N
nằm	O	ORG	T24	N
dưới	O	ORG	T24	N
sự	O	ORG	T24	N
bảo_trợ	O	ORG	T24	N
của	O	ORG	T24	N
Ankara	O	ORG	T24	N
và	O	ORG	T24	N
Washington	O	ORG	T24	N
.	O	ORG	T24	N

Theo	O	O	O	N
Ahmed_Aba	O	O	O	N
-	O	O	O	N
Zeid	O	O	O	N
,	O	O	O	N
một	O	O	O	N
chuyên_gia	O	O	O	N
về	O	O	O	N
tình_hình	O	O	O	N
Syria	O	O	O	N
,	O	O	O	N
một_số	O	O	O	N
thủ_lĩnh	O	O	O	N
của	O	O	O	N
HTS	O	O	O	N
dường_như	O	O	O	N
nhất_trí	O	O	O	N
với	O	O	O	N
đề_xuất	O	O	O	N
này	O	O	O	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
,	O	O	O	N
trong	O	O	O	N
một	O	O	O	N
video	O	O	O	N
tung	O	O	O	N
lên	O	O	O	N
mạng	O	O	O	N
hôm	O	O	O	N
31/8	O	O	O	N
,	O	O	O	N
al	O	O	O	N
-	O	O	O	N
Golani	O	O	O	N
tuyên_bố	O	O	O	N
mọi	O	O	O	N
sự	O	O	O	N
thoả_hiệp	O	O	O	N
là	O	O	O	N
"	O	O	O	N
không	O	O	O	N
chấp_nhận	O	O	O	N
được	O	O	O	N
"	O	O	O	N
và	O	O	O	N
khẳng_định	O	O	O	N
HTS	O	O	O	N
sẽ	O	O	O	N
"	O	O	O	N
không_bao_giờ	O	O	O	N
trở_thành	O	O	O	N
món	O	O	O	N
hàng	O	O	O	N
mặc_cả	O	O	O	N
"	O	O	O	N
.	O	O	O	N

Dường_như	O	O	O	N
tức_giận	O	O	O	N
với	O	O	O	N
phản_ứng	O	O	O	N
này	O	O	O	N
,	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
ngay	O	O	O	N
sau	O	O	O	N
đó	O	O	O	N
liệt	O	O	O	N
HTS	O	O	O	N
vào	O	O	O	N
danh_sách	O	O	O	N
khủng_bố	O	O	O	N
,	O	O	O	N
đồng_nghĩa	O	O	O	N
với	O	O	O	N
việc	O	O	O	N
nhóm	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
đang	O	O	O	N
trở_nên	O	O	O	N
đơn_độc	O	O	O	N
trước	O	O	O	N
chiến_dịch	O	O	O	N
tấn_công	O	O	O	N
sắp	O	O	O	N
tới	O	O	O	N
của	O	O	O	N
quân_đội	O	O	O	N
Syria	O	O	O	N
.	O	O	O	N

"	O	O	O	N
HTS	O	O	O	N
đang	O	O	O	N
tự	O	O	O	N
biến	O	O	O	N
mình	O	O	O	N
thành	O	O	O	N
'	O	O	O	N
kỳ_đà	O	O	O	N
cản	O	O	O	N
mũi	O	O	O	N
'	O	O	O	N
có_thể	O	O	O	N
làm	O	O	O	N
tổn_hại	O	O	O	N
nghiêm_trọng	O	O	O	N
lợi_ích	O	O	O	N
của	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
ở	O	O	O	N
Syria	O	O	O	N
"	O	O	O	N
,	O	O	O	N
Sam_Heller	O	O	O	N
,	O	O	O	N
chuyên_gia	O	O	O	N
phân_tích	O	O	O	N
tại	O	O	O	N
Crisis_Group	O	O	O	N
,	O	O	O	N
nói	O	O	O	N
với	O	O	O	N
National	O	O	O	N
.	O	O	O	N

"	O	O	O	N
Ngay	O	O	O	N
cả	O	O	O	N
khi	O	O	O	N
các	O	O	O	N
bên	O	O	O	N
liên_quan	O	O	O	N
muốn	O	O	O	N
vô_hiệu_hoá	O	O	O	N
HTS	O	O	O	N
,	O	O	O	N
câu_hỏi	O	O	O	N
đặt	O	O	O	N
ra	O	O	O	N
là	O	O	O	N
họ	O	O	O	N
sẽ	O	O	O	N
làm	O	O	O	N
điều	O	O	O	N
đó	O	O	O	N
như_thế_nào	O	O	O	N
"	O	O	O	N
.	O	O	O	N

Các	O	O	O	N
tay	O	O	O	N
súng	O	O	O	N
thuộc	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
HTS	O	O	O	N
.	O	O	O	N

Ảnh	O	O	O	N
:	O	O	O	N
Reuters	O	O	O	N
.	O	O	O	N

Với	O	O	O	N
thực_tế	O	O	O	N
này	O	O	O	N
,	O	O	O	N
chuyên_gia	O	O	O	N
Faysal_Itani	O	O	O	N
thuộc	O	O	O	N
tổ_chức	O	O	O	N
tư_vấn	O	O	O	N
Hội_đồng	O	O	O	N
Đại_Tây_Dương	O	O	O	N
cho_rằng	O	O	O	N
cuộc_chiến	O	O	O	N
ở	O	O	O	N
Idlib	O	O	O	N
hiện_nay	O	O	O	N
chỉ	O	O	O	N
còn	O	O	O	N
phụ_thuộc	O	O	O	N
vào	O	O	O	N
Nga	O	O	O	N
và	O	O	O	N
Thổ_Nhĩ_Kỳ	O	O	O	N
,	O	O	O	N
trong	O	O	O	N
khi	O	O	O	N
Mỹ	O	O	O	N
không	O	O	O	N
có	O	O	O	N
lý_do	O	O	O	N
nào	O	O	O	N
để	O	O	O	N
phản_đối	O	O	O	N
hành_động	O	O	O	N
quân_sự	O	O	O	N
của	O	O	O	N
Syria	O	O	O	N
tại	O	O	O	N
khu_vực	O	O	O	N
.	O	O	O	N

"	O	O	O	N
Washington	O	O	O	N
từng	O	O	O	N
không	O	O	O	N
phản_đối	O	O	O	N
chiến_dịch	O	O	O	N
tái_chiếm	O	O	O	N
khu_vực	O	O	O	N
miền	O	O	O	N
nam	O	O	O	N
từ	O	O	O	N
tay	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
Nhà_nước	O	O	O	N
Hồi_giáo	O	O	O	N
(	O	O	O	N
IS	O	O	O	N
)	O	O	O	N
tự_xưng	O	O	O	N
của	O	O	O	N
quân_đội	O	O	O	N
Syria	O	O	O	N
,	O	O	O	N
nên	O	O	O	N
họ	O	O	O	N
không	O	O	O	N
có	O	O	O	N
cái	O	O	O	N
cớ	O	O	O	N
nào	O	O	O	N
để	O	O	O	N
phản_đối	O	O	O	N
chiến_dịch	O	O	O	N
ở	O	O	O	N
Idlib	O	O	O	N
"	O	O	O	N
,	O	O	O	N
Itani	O	O	O	N
nói	O	O	O	N
.	O	O	O	N

Với	O	O	O	N
chính_phủ	O	O	O	N
hợp_pháp	O	O	O	N
của	O	O	O	N
Tổng_thống	O	O	O	N
Syria	O	O	O	N
,	O	O	O	N
tất_cả	O	O	O	N
các	O	O	O	N
nhóm	O	O	O	N
vũ_trang	O	O	O	N
hiện_diện	O	O	O	N
ở	O	O	O	N
Idlib	O	O	O	N
đều	O	O	O	N
không	O	O	O	N
được	O	O	O	N
chào_đón	O	O	O	N
và	O	O	O	N
gây	O	O	O	N
trở_ngại	O	O	O	N
cho	O	O	O	N
quá_trình	O	O	O	N
tái	O	O	O	N
thống_nhất	O	O	O	N
lãnh_thổ	O	O	O	N
.	O	O	O	N

Một_khi	O	O	O	N
Nga	O	O	O	N
bật_đèn_xanh	O	O	O	N
cho	O	O	O	N
quân_đội	O	O	O	N
Syria	O	O	O	N
mở	O	O	O	N
chiến_dịch	O	O	O	N
giải_phóng	O	O	O	N
Idlib	O	O	O	N
,	O	O	O	N
Mỹ	O	O	O	N
gần_như	O	O	O	N
bị	O	O	O	N
đặt	O	O	O	N
vào	O	O	O	N
thế	O	O	O	N
đã	O	O	O	N
rồi	O	O	O	N
và	O	O	O	N
không	O	O	O	N
có	O	O	O	N
động_lực	O	O	O	N
để	O	O	O	N
can_thiệp	O	O	O	N
vào	O	O	O	N
đây	O	O	O	N
,	O	O	O	N
Itani	O	O	O	N
nhận_định	O	O	O	N
.	O	O	O	N

Bãi_nhiệm	End-position	O	T1	Person-Arg:T2 
hai	O	PER	T2	N
hiệu	O	PER	T2	N
phó	O	PER	T2	N
vì	O	O	O	N
sai_phạm	O	O	O	N
tuyển_sinh	O	O	O	N
.	O	O	O	N

UBND	O	O	O	N
tỉnh	O	O	O	N
Thanh_Hoá	O	O	O	N
vừa	O	O	O	N
có	O	O	O	N
quyết_định	O	O	O	N
gửi	O	O	O	N
Bộ	O	O	O	N
GD	O	O	O	N
&	O	O	O	N
ĐT	O	O	O	N
về	O	O	O	N
việc	O	O	O	N
xử_lý	O	O	O	N
kỷ_luật	O	O	O	N
đối_với	O	O	O	N
cá_nhân	O	O	O	N
,	O	O	O	N
tập_thể	O	O	O	N
trường	O	O	O	N
Trung_cấp	O	O	O	N
Y_dược	O	O	O	N
Văn_Hiến	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
Phó	O	O	O	N
chủ_tịch	O	O	O	N
Vương_Văn_Việt	O	O	O	N
,	O	O	O	N
năm	O	O	O	N
2009	O	O	O	N
,	O	O	O	N
trường	O	O	O	N
Trung_cấp	O	O	O	N
nghề	O	O	O	N
Văn_Hiến	O	O	O	N
(	O	O	O	N
nay	O	O	O	N
là	O	O	O	N
Trung_cấp	O	O	O	N
Y_dược	O	O	O	N
Văn_Hiến	O	O	O	N
)	O	O	O	N
để	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
sai_phạm	O	O	O	N
trong	O	O	O	N
tuyển_sinh	O	O	O	N
.	O	O	O	N

Đặc_biệt	O	O	O	N
,	O	O	O	N
từ	O	O	O	N
năm	O	O	O	N
2009-2011	O	O	O	N
,	O	O	O	N
trường	O	O	O	N
liên_tục	O	O	O	N
sai_phạm	O	O	O	N
trong	O	O	O	N
liên_kết	O	O	O	N
đào_tạo	O	O	O	N
.	O	O	O	N

Việc	O	O	O	N
mất	O	O	O	N
đoàn_kết	O	O	O	N
nội_bộ	O	O	O	N
để	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
khiếu_kiện	O	O	O	N
vượt_cấp	O	O	O	N
kéo_dài	O	O	O	N
đã	O	O	O	N
làm	O	O	O	N
ảnh_hưởng	O	O	O	N
tới	O	O	O	N
sự	O	O	O	N
phát_triển	O	O	O	N
của	O	O	O	N
trường	O	O	O	N
.	O	O	O	N

Trường	O	O	O	N
Trung_cấp	O	O	O	N
Văn_Hiến	O	O	O	N
.	O	O	O	N

Do_đó	O	O	O	N
,	O	O	O	N
UBND	O	O	O	N
tỉnh	O	O	O	N
Thanh_Hoá	O	O	O	N
quyết_định	O	O	O	N
cảnh_cáo	O	O	O	N
và	O	O	O	N
bãi	O	O	O	N
nhiễm	O	O	O	N
Hội_đồng_quản_trị	O	O	O	N
,	O	O	O	N
đồng_thời	O	O	O	N
bãi	O	O	O	N
miễn	O	O	O	N
chức_vụ	O	O	O	N
phó	O	O	O	N
hiệu_trưởng	O	O	O	N
đối_với	O	O	O	N
ông	O	O	O	N
Nguyễn_Đức_Tâm	O	O	O	N
(	O	O	O	N
Chủ_tịch	O	O	O	N
Hội_đồng_quản_trị	O	O	O	N
)	O	O	O	N
và	O	O	O	N
ông	O	O	O	N
Vũ_Ngọc_Kha	O	O	O	N
.	O	O	O	N

Công_ty_cổ_phần	O	O	O	N
Minh_Tân	O	O	O	N
(	O	O	O	N
chủ_đầu_tư	O	O	O	N
xây_dựng	O	O	O	N
trường	O	O	O	N
)	O	O	O	N
có	O	O	O	N
trách_nhiệm	O	O	O	N
củng_cố	O	O	O	N
bộ_máy	O	O	O	N
.	O	O	O	N

Năm	O	O	O	N
2009	O	O	O	N
,	O	O	O	N
khi	O	O	O	N
chưa	O	O	O	N
được	O	O	O	N
phép	O	O	O	N
của	O	O	O	N
Bộ	O	O	O	N
GD	O	O	O	N
&	O	O	O	N
ĐT	O	O	O	N
,	O	O	O	N
không	O	O	O	N
có	O	O	O	N
mã	O	O	O	N
ngành	O	O	O	N
đào	O	O	O	N
tạo	O	O	O	N
…	O	O	O	N
lãnh	O	O	O	N
đạo	O	O	O	N
trường	O	O	O	N
đã	O	O	O	N
tự	O	O	O	N
ý	O	O	O	N
tuyển	O	O	O	N
hơn	O	O	O	N
560	O	O	O	N
học_sinh	O	O	O	N
hệ	O	O	O	N
trung	O	O	O	N
cấp	O	O	O	N
điều	O	O	O	N
dưỡng	O	O	O	N
và	O	O	O	N
y_sĩ	O	O	O	N
đa_khoa	O	O	O	N
.	O	O	O	N

Dù	O	O	O	N
chưa	O	O	O	N
ký	O	O	O	N
được	O	O	O	N
hợp	O	O	O	N
đồng	O	O	O	N
liên	O	O	O	N
kết	O	O	O	N
đào	O	O	O	N
tạo	O	O	O	N
với	O	O	O	N
CĐ_Y	O	O	O	N
Phú	O	O	O	N
Thọ	O	O	O	N
,	O	O	O	N
CĐ_Y	O	O	O	N
Hà	O	O	O	N
Nội	O	O	O	N
...	O	O	O	N
nhưng	O	O	O	N
trường	O	O	O	N
vẫn	O	O	O	N
thông	O	O	O	N
báo	O	O	O	N
tuyển	O	O	O	N
sinh	O	O	O	N
liên_kết	O	O	O	N
đào_tạo	O	O	O	N
…	O	O	O	N
Nguyễn_Lê	O	O	O	N

Hà_Tĩnh	O	O	O	N
:	O	O	O	N
Đẩy_mạnh	O	O	O	N
thu_hút	O	O	O	N
đầu_tư	O	O	O	N
vào	O	O	O	N
2	O	O	O	N
khu	O	O	O	N
kinh_tế	O	O	O	N
trọng_điểm	O	O	O	N

Sáng	O	O	O	N
10/2	O	O	O	N
,	O	O	O	N
Chủ_tịch	O	O	O	N
UBND	O	O	O	N
tỉnh	O	O	O	N
Hà_Tĩnh	O	O	O	N
Võ_Kim_Cự	O	O	O	N
chủ_trì	O	O	O	N
buổi	O	O	O	N
làm_việc	O	O	O	N
với	O	O	O	N
tập_thể	O	O	O	N
lãnh_đạo	O	O	O	N
Ban	O	O	O	N
Quản_lý	O	O	O	N
KKT	O	O	O	N
tỉnh	O	O	O	N
Hà_Tĩnh	O	O	O	N
về	O	O	O	N
kết_quả	O	O	O	N
hoạt_động	O	O	O	N
thời_gian	O	O	O	N
qua	O	O	O	N
,	O	O	O	N
nhiệm_vụ	O	O	O	N
thời_gian	O	O	O	N
tới	O	O	O	N
.	O	O	O	N

Chủ_tịch	O	O	O	N
UBND	O	O	O	N
tỉnh	O	O	O	N
Võ_Kim_Cự	O	O	O	N
yêu_cầu	O	O	O	N
BQL	O	O	O	N
KKT	O	O	O	N
tỉnh	O	O	O	N
phối_hợp	O	O	O	N
với	O	O	O	N
các	O	O	O	N
Sở	O	O	O	N
,	O	O	O	N
ngành	O	O	O	N
liên_quan	O	O	O	N
để	O	O	O	N
bổ_sung	O	O	O	N
hoàn_thiện	O	O	O	N
quy_chế	O	O	O	N
phối_hợp	O	O	O	N
;	O	O	O	N
xác_định	O	O	O	N
rõ	O	O	O	N
nhiệm_vụ	O	O	O	N
trọng_tâm	O	O	O	N
chính	O	O	O	N
là	O	O	O	N
tiếp_tục	O	O	O	N
thu_hút	O	O	O	N
đầu_tư	O	O	O	N
công_nghệ_cao	O	O	O	N
,	O	O	O	N
